# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Peve_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "lncRNA_counts_matrix.txt" "RNA-POR-71.sorted.bam" "RNA-POR-73.sorted.bam" "RNA-POR-76.sorted.bam" "RNA-POR-79.sorted.bam" "RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POR-71.sorted.bam	RNA-POR-73.sorted.bam	RNA-POR-76.sorted.bam	RNA-POR-79.sorted.bam	RNA-POR-82.sorted.bam
lncRNA_280	Porites_evermani_scaffold_1115	123561	124253	+	693	9	311	20	811	2283
lncRNA_281	Porites_evermani_scaffold_1116	67	1921	+	1855	52	12	87	37	4
lncRNA_282	Porites_evermani_scaffold_1116	100443	100742	+	300	6	0	60	0	2
lncRNA_283	Porites_evermani_scaffold_1118	58550	58765	+	216	55	4	19	0	0
lncRNA_284	Porites_evermani_scaffold_1119	18390	19893	+	1504	1738	25	9	2	1432
lncRNA_285	Porites_evermani_scaffold_1119	1192	1458	+	267	3	1	30	2	7
lncRNA_286	Porites_evermani_scaffold_1119	9022	10129	+	1108	202	0	0	0	146
lncRNA_287	Porites_evermani_scaffold_1119	38464	38707	+	244	6	1	0	0	3
lncRNA_288	Porites_evermani_scaffold_112	52390	54262	+	1873	0	0	0	0	0
lncRNA_289	Porites_evermani_scaffold_112	52473	54262	+	1790	0	0	0	0	0
lncRNA_290	Porites_evermani_scaffold_112	434142	436337	+	2196	1	2	0	2	0
lncRNA_291	Porites_evermani_scaffold_112	434147	439197	+	5051	778	98	384	236	1049
lncRNA_292	Porites_evermani_scaffold_112	434179	436337	+	2159	0	0	0	0	0
lncRNA_293	Porites_evermani_scaffold_112	22414	24668	+	2255	409	14	384	80	221
lncRNA_294	Porites_evermani_scaffold_112	362401	362717	+	317	18	2	50	0	9
lncRNA_295	Porites_evermani_scaffold_112	363377	363610	+	234	4	0	24	1	0
lncRNA_296	Porites_evermani_scaffold_112	461565	461809	+	245	0	0	38	0	0
lncRNA_297	Porites_evermani_scaffold_112	484923	485405	+	483	67	25	58	35	45
lncRNA_298	Porites_evermani_scaffold_112	486548	487163	+	616	140	59	169	38	77
lncRNA_299	Porites_evermani_scaffold_1120	91652	93067	+	1416	31	2	26	4	5
lncRNA_300	Porites_evermani_scaffold_1120	95641	97482	+	1842	103	21	30	22	136
lncRNA_301	Porites_evermani_scaffold_1120	135366	136297	+	932	74	2	56	20	44
lncRNA_302	Porites_evermani_scaffold_1120	100737	101320	+	584	10	8	24	14	7
lncRNA_303	Porites_evermani_scaffold_1120	70693	71303	+	611	121	61	120	8	159
lncRNA_304	Porites_evermani_scaffold_1122	150245	151532	+	1288	231	139	182	42	278
lncRNA_305	Porites_evermani_scaffold_1123	1398	2565	+	1168	0	0	0	0	0
lncRNA_306	Porites_evermani_scaffold_1123	1398	6427	+	5030	0	0	0	26	17
lncRNA_307	Porites_evermani_scaffold_1123	11569	11860	+	292	0	0	40	3	0
lncRNA_308	Porites_evermani_scaffold_1125	38227	39322	+	1096	22	26	26	55	33
lncRNA_309	Porites_evermani_scaffold_1126	146953	150113	+	3161	317	300	401	181	535
lncRNA_310	Porites_evermani_scaffold_1127	117185	117509	+	325	24	2	76	18	22
lncRNA_311	Porites_evermani_scaffold_1127	117998	118628	+	631	50	13	121	0	49
lncRNA_312	Porites_evermani_scaffold_1129	4	4653	+	4650	161	80	232	64	399
lncRNA_313	Porites_evermani_scaffold_1129	120125	123280	+	3156	240	18	2	8	423
lncRNA_314	Porites_evermani_scaffold_113	3535	3872	+	338	13	8	13	12	140
lncRNA_315	Porites_evermani_scaffold_1130	52056	54518	+	2463	63	47	383	49	62
lncRNA_316	Porites_evermani_scaffold_1131	114473	114765	+	293	1	0	0	32	35
lncRNA_317	Porites_evermani_scaffold_1131	118682	119648	+	967	2	5	22	14	310
lncRNA_318	Porites_evermani_scaffold_1132	77684	87254	+	9571	49	30	155	16	0
lncRNA_319	Porites_evermani_scaffold_1132	89455	92127	+	2673	45	32	109	27	35
lncRNA_320	Porites_evermani_scaffold_1132	98095	100905	+	2811	15	4	72	9	4
lncRNA_321	Porites_evermani_scaffold_1132	102118	103141	+	1024	3	0	45	14	40
lncRNA_322	Porites_evermani_scaffold_1132	104998	113796	+	8799	5	0	74	39	31
lncRNA_323	Porites_evermani_scaffold_1132	55472	55835	+	364	1	0	19	0	2
lncRNA_324	Porites_evermani_scaffold_1132	73670	73970	+	301	0	0	28	5	0
lncRNA_325	Porites_evermani_scaffold_1132	126144	126942	+	799	9	15	152	61	29
lncRNA_326	Porites_evermani_scaffold_1133	37344	39120	+	1777	0	0	0	0	0
lncRNA_327	Porites_evermani_scaffold_1133	81729	84515	+	2787	1562	379	2388	838	1788
lncRNA_328	Porites_evermani_scaffold_1133	142908	147911	+	5004	9	2	39	20	12
lncRNA_329	Porites_evermani_scaffold_1133	35066	39121	+	4056	3708	581	1059	139	4116
lncRNA_330	Porites_evermani_scaffold_1135	140747	142119	+	1373	2	0	42	1	0
lncRNA_331	Porites_evermani_scaffold_1137	124531	127186	+	2656	42	77	0	0	0
lncRNA_332	Porites_evermani_scaffold_1137	39967	40278	+	312	10	5	60	5	7
lncRNA_333	Porites_evermani_scaffold_1138	23549	27303	+	3755	16	2	163	6	84
lncRNA_334	Porites_evermani_scaffold_1138	22757	23292	+	536	20	10	108	25	124
lncRNA_335	Porites_evermani_scaffold_1138	62261	62562	+	302	0	0	36	3	0
lncRNA_336	Porites_evermani_scaffold_1138	106209	106442	+	234	0	0	36	0	0
lncRNA_337	Porites_evermani_scaffold_1139	134853	135603	+	751	4	26	30	4	81
lncRNA_338	Porites_evermani_scaffold_114	381356	381865	+	510	0	0	57	0	9
lncRNA_339	Porites_evermani_scaffold_114	2333	2559	+	227	0	0	24	0	0
lncRNA_340	Porites_evermani_scaffold_114	91915	92185	+	271	28	9	68	0	22
lncRNA_341	Porites_evermani_scaffold_114	92591	92831	+	241	10	9	28	19	33
lncRNA_342	Porites_evermani_scaffold_114	266021	266332	+	312	6	0	32	2	4
lncRNA_343	Porites_evermani_scaffold_114	271354	271637	+	284	2	2	26	9	4
lncRNA_344	Porites_evermani_scaffold_114	322411	322636	+	226	0	0	34	8	2
lncRNA_345	Porites_evermani_scaffold_1140	122887	129086	+	6200	0	0	0	0	0
lncRNA_346	Porites_evermani_scaffold_1140	122939	129086	+	6148	0	0	0	0	0
lncRNA_347	Porites_evermani_scaffold_1140	122943	129086	+	6144	0	0	0	0	0
lncRNA_348	Porites_evermani_scaffold_1140	14422	14743	+	322	0	0	53	7	12
lncRNA_349	Porites_evermani_scaffold_1140	21275	21481	+	207	1	0	38	11	24
lncRNA_350	Porites_evermani_scaffold_1140	22635	23720	+	1086	0	23	120	33	69
lncRNA_351	Porites_evermani_scaffold_1140	28874	29082	+	209	0	0	38	7	2
lncRNA_352	Porites_evermani_scaffold_1140	66293	66530	+	238	10	0	36	0	9
lncRNA_353	Porites_evermani_scaffold_1141	74465	74726	+	262	0	0	26	0	0
lncRNA_354	Porites_evermani_scaffold_1141	135158	135808	+	651	253	19	27	18	303
lncRNA_355	Porites_evermani_scaffold_1142	10332	10785	+	454	86	33	143	46	103
lncRNA_356	Porites_evermani_scaffold_1143	106012	107552	+	1541	163	70	0	152	151
lncRNA_357	Porites_evermani_scaffold_1143	148657	149026	+	370	64	8	12	12	74
lncRNA_358	Porites_evermani_scaffold_1145	136105	136307	+	203	4	0	36	0	33
lncRNA_359	Porites_evermani_scaffold_1146	72615	74059	+	1445	178	146	11	6	67
lncRNA_360	Porites_evermani_scaffold_1147	133463	149725	+	16263	1064	534	2282	561	1026
lncRNA_361	Porites_evermani_scaffold_1148	11490	15678	+	4189	0	0	0	0	0
lncRNA_362	Porites_evermani_scaffold_1148	12664	16532	+	3869	0	0	0	0	0
lncRNA_363	Porites_evermani_scaffold_1148	142278	142803	+	526	2	0	35	7	4
lncRNA_364	Porites_evermani_scaffold_1148	11514	16220	+	4707	0	0	0	0	0
lncRNA_365	Porites_evermani_scaffold_1148	11924	19659	+	7736	0	0	0	0	0
lncRNA_366	Porites_evermani_scaffold_1148	16492	19659	+	3168	0	0	0	0	0
lncRNA_367	Porites_evermani_scaffold_1148	20917	27766	+	6850	2215	926	1221	968	3544
lncRNA_368	Porites_evermani_scaffold_1148	126031	126245	+	215	2	0	30	0	0
lncRNA_369	Porites_evermani_scaffold_1148	126869	128570	+	1702	556	242	521	585	684
lncRNA_370	Porites_evermani_scaffold_1149	124323	124582	+	260	54	25	82	89	83
lncRNA_371	Porites_evermani_scaffold_1149	48109	48392	+	284	8	19	0	12	38
lncRNA_372	Porites_evermani_scaffold_1149	108432	108691	+	260	5	19	61	17	17
lncRNA_373	Porites_evermani_scaffold_1149	109091	109794	+	704	19	22	150	43	27
lncRNA_374	Porites_evermani_scaffold_1149	110182	110914	+	733	21	9	66	21	31
lncRNA_375	Porites_evermani_scaffold_1149	112404	112882	+	479	44	8	70	21	21
lncRNA_376	Porites_evermani_scaffold_1149	113641	113945	+	305	34	1	94	7	11
lncRNA_377	Porites_evermani_scaffold_115	325176	328917	+	3742	6	0	7	0	0
lncRNA_378	Porites_evermani_scaffold_115	64563	68718	+	4156	3	0	36	0	0
lncRNA_379	Porites_evermani_scaffold_115	325008	328484	+	3477	0	0	17	0	0
lncRNA_380	Porites_evermani_scaffold_115	49302	49520	+	219	0	0	26	2	0
lncRNA_381	Porites_evermani_scaffold_115	105909	106246	+	338	0	0	48	2	0
lncRNA_382	Porites_evermani_scaffold_1150	129585	134321	+	4737	139	57	29	13	102
lncRNA_383	Porites_evermani_scaffold_1150	136487	136691	+	205	3	10	32	0	6
lncRNA_384	Porites_evermani_scaffold_1151	84054	84321	+	268	2	0	39	0	7
lncRNA_385	Porites_evermani_scaffold_1155	107009	108771	+	1763	33	37	112	11	160
lncRNA_386	Porites_evermani_scaffold_1155	106095	106790	+	696	8	9	71	5	12
lncRNA_387	Porites_evermani_scaffold_1155	109812	110052	+	241	15	15	20	2	35
lncRNA_388	Porites_evermani_scaffold_1155	110498	110783	+	286	0	0	32	0	3
lncRNA_389	Porites_evermani_scaffold_1155	113264	113574	+	311	0	3	58	2	1
lncRNA_390	Porites_evermani_scaffold_1156	48869	51502	+	2634	0	0	0	0	0
lncRNA_391	Porites_evermani_scaffold_1156	48869	55231	+	6363	0	0	0	0	0
lncRNA_392	Porites_evermani_scaffold_1157	118122	127746	+	9625	886	78	783	277	737
lncRNA_393	Porites_evermani_scaffold_1157	64538	67774	+	3237	1766	752	479	637	1699
lncRNA_394	Porites_evermani_scaffold_1158	52679	59306	+	6628	196	72	179	83	157
lncRNA_395	Porites_evermani_scaffold_1158	60441	61317	+	877	69	75	79	60	112
lncRNA_396	Porites_evermani_scaffold_116	68205	68448	+	244	1	0	26	0	5
lncRNA_397	Porites_evermani_scaffold_116	87438	87683	+	246	0	0	29	0	2
lncRNA_398	Porites_evermani_scaffold_116	88661	88910	+	250	4	0	32	0	2
lncRNA_399	Porites_evermani_scaffold_116	313443	313765	+	323	9	4	85	7	9
lncRNA_400	Porites_evermani_scaffold_116	329144	329353	+	210	0	0	28	0	0
lncRNA_401	Porites_evermani_scaffold_1160	90319	92351	+	2033	15	1	24	0	10
lncRNA_402	Porites_evermani_scaffold_1160	17630	17913	+	284	0	0	34	0	0
lncRNA_403	Porites_evermani_scaffold_1160	27204	27621	+	418	62	6	0	12	0
lncRNA_404	Porites_evermani_scaffold_1161	126072	130418	+	4347	712	255	260	317	398
lncRNA_405	Porites_evermani_scaffold_1161	89544	89752	+	209	0	0	37	8	6
lncRNA_406	Porites_evermani_scaffold_1164	94088	97089	+	3002	0	0	0	0	0
lncRNA_407	Porites_evermani_scaffold_1164	94088	97855	+	3768	0	0	0	0	0
lncRNA_408	Porites_evermani_scaffold_1164	95280	97089	+	1810	0	0	0	0	0
lncRNA_409	Porites_evermani_scaffold_1164	95280	97855	+	2576	0	0	0	0	0
lncRNA_410	Porites_evermani_scaffold_1164	87191	95179	+	7989	189	24	66	178	16
lncRNA_411	Porites_evermani_scaffold_1165	109429	110574	+	1146	49	34	88	43	56
lncRNA_412	Porites_evermani_scaffold_1165	24940	25224	+	285	0	0	32	4	3
lncRNA_413	Porites_evermani_scaffold_1165	27817	28128	+	312	2	9	20	2	27
lncRNA_414	Porites_evermani_scaffold_1165	28420	28639	+	220	12	31	37	0	32
lncRNA_415	Porites_evermani_scaffold_1167	131457	137400	+	5944	34	0	196	6	1
lncRNA_416	Porites_evermani_scaffold_1167	35196	35412	+	217	0	0	24	0	0
lncRNA_417	Porites_evermani_scaffold_1167	145772	146133	+	362	0	2	122	0	0
lncRNA_418	Porites_evermani_scaffold_1168	34212	34855	+	644	15	14	65	0	26
lncRNA_419	Porites_evermani_scaffold_117	120733	122115	+	1383	5	0	24	4	4
lncRNA_420	Porites_evermani_scaffold_117	104076	104365	+	290	2	0	28	0	0
lncRNA_421	Porites_evermani_scaffold_1170	58047	64261	+	6215	26	78	47	24	108
lncRNA_422	Porites_evermani_scaffold_1170	134543	135381	+	839	0	0	0	0	0
lncRNA_423	Porites_evermani_scaffold_1171	78015	79698	+	1684	134	0	0	348	366
lncRNA_424	Porites_evermani_scaffold_1172	81469	82336	+	868	8	8	116	0	2
lncRNA_425	Porites_evermani_scaffold_1172	77603	78203	+	601	1	5	49	3	0
lncRNA_426	Porites_evermani_scaffold_1172	104747	105352	+	606	0	5	129	20	28
lncRNA_427	Porites_evermani_scaffold_1172	106664	106882	+	219	1	0	22	8	4
lncRNA_428	Porites_evermani_scaffold_1173	147239	147662	+	424	41	11	24	21	95
lncRNA_429	Porites_evermani_scaffold_1173	28772	29045	+	274	8	3	89	13	27
lncRNA_430	Porites_evermani_scaffold_1174	58713	58964	+	252	4	0	26	13	11
lncRNA_431	Porites_evermani_scaffold_1174	60074	60326	+	253	7	10	40	0	18
lncRNA_432	Porites_evermani_scaffold_1174	60792	60998	+	207	4	4	18	7	8
lncRNA_433	Porites_evermani_scaffold_1174	64045	64444	+	400	0	0	36	0	0
lncRNA_434	Porites_evermani_scaffold_1174	109378	109791	+	414	4	2	42	0	0
lncRNA_435	Porites_evermani_scaffold_1175	3699	7445	+	3747	4	0	91	2	2
lncRNA_436	Porites_evermani_scaffold_1175	126132	126876	+	745	227	154	298	202	322
lncRNA_437	Porites_evermani_scaffold_1176	6706	7459	+	754	2	168	2	279	243
lncRNA_438	Porites_evermani_scaffold_1177	142598	147416	+	4819	199	149	535	420	468
lncRNA_439	Porites_evermani_scaffold_1177	47239	47837	+	599	58	2	0	5	106
lncRNA_440	Porites_evermani_scaffold_1177	48618	48893	+	276	29	0	0	1	15
lncRNA_441	Porites_evermani_scaffold_1179	128576	128807	+	232	0	0	60	0	2
lncRNA_442	Porites_evermani_scaffold_118	132776	138614	+	5839	21	16	59	18	96
lncRNA_443	Porites_evermani_scaffold_118	414350	419093	+	4744	3	3	22	2	48
lncRNA_444	Porites_evermani_scaffold_118	435519	442621	+	7103	100	24	94	45	84
lncRNA_445	Porites_evermani_scaffold_118	260271	261613	+	1343	17	4	184	2	39
lncRNA_446	Porites_evermani_scaffold_118	23218	23443	+	226	0	0	26	0	0
lncRNA_447	Porites_evermani_scaffold_118	188851	189102	+	252	0	0	27	0	0
lncRNA_448	Porites_evermani_scaffold_118	474367	474617	+	251	2	0	35	0	0
lncRNA_449	Porites_evermani_scaffold_1180	29	9916	+	9888	0	0	0	0	0
lncRNA_450	Porites_evermani_scaffold_1180	31	9916	+	9886	0	0	0	0	0
lncRNA_451	Porites_evermani_scaffold_1180	61607	63489	+	1883	4	0	0	0	0
lncRNA_452	Porites_evermani_scaffold_1180	99474	103161	+	3688	495	4049	34	200	723
lncRNA_453	Porites_evermani_scaffold_1180	1975	9889	+	7915	0	0	0	0	0
lncRNA_454	Porites_evermani_scaffold_1180	113510	113724	+	215	53	17	21	26	49
lncRNA_455	Porites_evermani_scaffold_1181	121324	121912	+	589	35	42	58	22	81
lncRNA_456	Porites_evermani_scaffold_1183	96919	97324	+	406	0	0	57	47	0
lncRNA_457	Porites_evermani_scaffold_1183	58842	59122	+	281	0	0	37	10	0
lncRNA_458	Porites_evermani_scaffold_1184	33337	37450	+	4114	0	0	2	0	0
lncRNA_459	Porites_evermani_scaffold_1184	42473	42845	+	373	2	0	85	1	0
lncRNA_460	Porites_evermani_scaffold_1186	69824	70100	+	277	0	80	0	0	948
lncRNA_461	Porites_evermani_scaffold_1187	90019	90343	+	325	25	7	38	2	5
lncRNA_462	Porites_evermani_scaffold_119	4271	17173	+	12903	341	6	201	60	1
lncRNA_463	Porites_evermani_scaffold_119	59487	62068	+	2582	675	17	829	182	589
lncRNA_464	Porites_evermani_scaffold_119	14346	16069	+	1724	0	0	0	0	0
lncRNA_465	Porites_evermani_scaffold_1190	134031	134327	+	297	0	0	26	2	0
lncRNA_466	Porites_evermani_scaffold_1192	998	7259	+	6262	467	230	571	579	610
lncRNA_467	Porites_evermani_scaffold_1192	89347	89682	+	336	48	55	41	0	0
lncRNA_468	Porites_evermani_scaffold_1193	117809	118981	+	1173	22	26	9	0	0
lncRNA_469	Porites_evermani_scaffold_1194	130121	144583	+	14463	90	16	48	30	65
lncRNA_470	Porites_evermani_scaffold_1195	73402	73610	+	209	8	0	30	0	0
lncRNA_471	Porites_evermani_scaffold_1195	112889	113151	+	263	0	0	24	0	0
lncRNA_472	Porites_evermani_scaffold_1196	62661	62969	+	309	4	1	36	4	3
lncRNA_473	Porites_evermani_scaffold_1196	91931	92259	+	329	0	11	46	0	3
lncRNA_474	Porites_evermani_scaffold_1196	103963	104620	+	658	11	6	78	10	63
lncRNA_475	Porites_evermani_scaffold_1196	108988	110529	+	1542	107	54	86	70	1132
lncRNA_476	Porites_evermani_scaffold_1196	111820	112103	+	284	3	0	46	1	31
lncRNA_477	Porites_evermani_scaffold_1198	7164	10477	+	3314	101	26	99	71	104
lncRNA_478	Porites_evermani_scaffold_12	22543	23051	+	509	15	1	152	0	0
lncRNA_479	Porites_evermani_scaffold_12	502121	502380	+	260	0	0	46	0	4
lncRNA_480	Porites_evermani_scaffold_12	575619	576031	+	413	93	0	32	33	110
lncRNA_481	Porites_evermani_scaffold_120	89911	90275	+	365	9	21	35	33	34
lncRNA_482	Porites_evermani_scaffold_120	158476	158761	+	286	9	0	62	0	10
lncRNA_483	Porites_evermani_scaffold_120	360876	362445	+	1570	82	0	267	0	14
lncRNA_484	Porites_evermani_scaffold_120	440195	440418	+	224	0	0	34	0	0
lncRNA_485	Porites_evermani_scaffold_1201	213	590	+	378	62	13	100	23	20
lncRNA_486	Porites_evermani_scaffold_1201	38328	38647	+	320	0	0	64	7	0
lncRNA_487	Porites_evermani_scaffold_1201	66702	66943	+	242	1	0	58	8	0
lncRNA_488	Porites_evermani_scaffold_1202	1760	3550	+	1791	294	20	266	146	246
lncRNA_489	Porites_evermani_scaffold_1202	4154	8450	+	4297	2	0	152	26	82
lncRNA_490	Porites_evermani_scaffold_1204	25866	29198	+	3333	16	1	48	31	10
lncRNA_491	Porites_evermani_scaffold_1204	17844	18168	+	325	29	0	55	0	2
lncRNA_492	Porites_evermani_scaffold_1204	18877	19233	+	357	6	17	23	6	37
lncRNA_493	Porites_evermani_scaffold_1205	111143	114236	+	3094	10	0	44	9	13
lncRNA_494	Porites_evermani_scaffold_1205	17347	17651	+	305	0	0	40	0	6
lncRNA_495	Porites_evermani_scaffold_1206	29220	30131	+	912	195	79	330	200	215
lncRNA_496	Porites_evermani_scaffold_1206	103783	107990	+	4208	1119	637	373	8	610
lncRNA_497	Porites_evermani_scaffold_1206	142761	142999	+	239	18	26	117	1	31
lncRNA_498	Porites_evermani_scaffold_121	63272	69479	+	6208	319	2	65	81	277
lncRNA_499	Porites_evermani_scaffold_121	68882	69465	+	584	0	0	0	0	0
lncRNA_500	Porites_evermani_scaffold_121	1335	1625	+	291	0	0	31	0	0
lncRNA_501	Porites_evermani_scaffold_121	44048	45916	+	1869	117	2	270	70	246
lncRNA_502	Porites_evermani_scaffold_1211	13	1609	+	1597	52	45	16	21	46
lncRNA_503	Porites_evermani_scaffold_1211	94108	96838	+	2731	1	0	88	2	0
lncRNA_504	Porites_evermani_scaffold_1212	116483	116705	+	223	0	0	1	5	0
lncRNA_505	Porites_evermani_scaffold_1215	129277	129528	+	252	28	8	0	5	17
lncRNA_506	Porites_evermani_scaffold_1216	141299	141568	+	270	6	0	32	10	11
lncRNA_507	Porites_evermani_scaffold_1219	41333	41533	+	201	0	0	23	0	0
lncRNA_508	Porites_evermani_scaffold_122	40063	40402	+	340	0	4	40	0	6
lncRNA_509	Porites_evermani_scaffold_122	180866	181112	+	247	0	0	31	0	22
lncRNA_510	Porites_evermani_scaffold_122	324770	326188	+	1419	57	51	492	107	161
lncRNA_511	Porites_evermani_scaffold_122	335153	335602	+	450	9	0	45	24	0
lncRNA_512	Porites_evermani_scaffold_1220	86824	88795	+	1972	0	16	89	12	0
lncRNA_513	Porites_evermani_scaffold_1220	77415	77846	+	432	0	0	101	66	1
lncRNA_514	Porites_evermani_scaffold_1220	107585	107902	+	318	0	2	59	0	0
lncRNA_515	Porites_evermani_scaffold_1221	117699	119252	+	1554	52	26	219	47	24
lncRNA_516	Porites_evermani_scaffold_1222	30865	33816	+	2952	1	1	0	0	5
lncRNA_517	Porites_evermani_scaffold_1222	32329	33816	+	1488	0	0	0	0	0
lncRNA_518	Porites_evermani_scaffold_1223	11218	14035	+	2818	0	0	0	0	0
lncRNA_519	Porites_evermani_scaffold_1223	11904	14035	+	2132	0	0	0	0	0
lncRNA_520	Porites_evermani_scaffold_1223	17192	17507	+	316	0	0	41	12	0
lncRNA_521	Porites_evermani_scaffold_1224	11661	12755	+	1095	35	47	179	34	46
lncRNA_522	Porites_evermani_scaffold_1227	97545	98813	+	1269	652	1735	194	101	423
lncRNA_523	Porites_evermani_scaffold_1228	1	5383	+	5383	473	359	992	319	555
lncRNA_524	Porites_evermani_scaffold_1228	113768	117074	+	3307	2959	1196	5875	504	5361
lncRNA_525	Porites_evermani_scaffold_1228	139981	140293	+	313	0	0	36	0	0
lncRNA_526	Porites_evermani_scaffold_1229	84512	85091	+	580	0	2	121	4	17
lncRNA_527	Porites_evermani_scaffold_123	183646	188075	+	4430	439	75	359	290	390
lncRNA_528	Porites_evermani_scaffold_123	275206	280885	+	5680	0	0	0	0	0
lncRNA_529	Porites_evermani_scaffold_123	275215	280885	+	5671	0	0	0	0	0
lncRNA_530	Porites_evermani_scaffold_123	209529	211538	+	2010	49	19	80	18	14
lncRNA_531	Porites_evermani_scaffold_123	212100	214412	+	2313	102	13	58	37	51
lncRNA_532	Porites_evermani_scaffold_123	259258	262332	+	3075	579	75	6	0	229
lncRNA_533	Porites_evermani_scaffold_1230	38607	43742	+	5136	28	0	255	50	72
lncRNA_534	Porites_evermani_scaffold_1230	46622	57862	+	11241	126	14	189	123	79
lncRNA_535	Porites_evermani_scaffold_1231	10456	11654	+	1199	77	20	10	61	37
lncRNA_536	Porites_evermani_scaffold_1232	29985	30208	+	224	2	0	26	0	0
lncRNA_537	Porites_evermani_scaffold_1233	84556	85333	+	778	0	0	31	0	2
lncRNA_538	Porites_evermani_scaffold_1233	95093	97862	+	2770	10	5	21	0	0
lncRNA_539	Porites_evermani_scaffold_1233	96966	97862	+	897	0	0	0	0	0
lncRNA_540	Porites_evermani_scaffold_1234	11593	11793	+	201	0	0	46	0	0
lncRNA_541	Porites_evermani_scaffold_1234	13507	15018	+	1512	110	0	4	19	10
lncRNA_542	Porites_evermani_scaffold_1234	31396	31858	+	463	14	0	100	44	8
lncRNA_543	Porites_evermani_scaffold_1234	32469	32965	+	497	6	0	16	11	2
lncRNA_544	Porites_evermani_scaffold_1234	34541	34851	+	311	1	1	0	6	2
lncRNA_545	Porites_evermani_scaffold_1235	24590	24923	+	334	4	0	38	4	1
lncRNA_546	Porites_evermani_scaffold_1236	116908	117733	+	826	91	45	59	121	281
lncRNA_547	Porites_evermani_scaffold_1237	78622	78969	+	348	41	0	3	4	1
lncRNA_548	Porites_evermani_scaffold_1237	140656	141043	+	388	17	0	0	0	0
lncRNA_549	Porites_evermani_scaffold_1238	45849	47093	+	1245	0	0	34	0	0
lncRNA_550	Porites_evermani_scaffold_1238	85140	85353	+	214	0	0	24	0	0
lncRNA_551	Porites_evermani_scaffold_124	431174	436619	+	5446	43	16	70	19	15
lncRNA_552	Porites_evermani_scaffold_124	385995	386459	+	465	4	1	85	0	0
lncRNA_553	Porites_evermani_scaffold_124	447060	447927	+	868	306	571	484	1182	273
lncRNA_554	Porites_evermani_scaffold_1241	139746	139987	+	242	2	0	32	0	1
lncRNA_555	Porites_evermani_scaffold_1241	142120	142967	+	848	57	12	88	18	33
lncRNA_556	Porites_evermani_scaffold_1242	44943	46206	+	1264	3159	1325	5308	2378	4480
lncRNA_557	Porites_evermani_scaffold_1242	46465	47117	+	653	3	7	64	2	5
lncRNA_558	Porites_evermani_scaffold_1242	122632	123079	+	448	28	2	72	22	24
lncRNA_559	Porites_evermani_scaffold_1244	3391	7522	+	4132	89	17	147	15	445
lncRNA_560	Porites_evermani_scaffold_1244	54372	61964	+	7593	4	0	125	2	15
lncRNA_561	Porites_evermani_scaffold_1244	121660	121893	+	234	1	6	31	6	6
lncRNA_562	Porites_evermani_scaffold_1244	54620	55363	+	744	0	0	0	0	0
lncRNA_563	Porites_evermani_scaffold_1245	11653	12375	+	723	0	0	0	0	3
lncRNA_564	Porites_evermani_scaffold_1245	12057	12375	+	319	0	0	0	0	0
lncRNA_565	Porites_evermani_scaffold_1245	73465	73995	+	531	0	0	1	0	30
lncRNA_566	Porites_evermani_scaffold_1246	44546	45499	+	954	0	0	18	2	20
lncRNA_567	Porites_evermani_scaffold_1247	1	3359	+	3359	1605	1125	4320	1594	1915
lncRNA_568	Porites_evermani_scaffold_1247	30745	31029	+	285	15	0	28	0	11
lncRNA_569	Porites_evermani_scaffold_1247	41746	42064	+	319	22	0	8	11	32
lncRNA_570	Porites_evermani_scaffold_1247	86103	86381	+	279	29	12	19	0	28
lncRNA_571	Porites_evermani_scaffold_1248	123849	126228	+	2380	71	847	476	602	1271
lncRNA_572	Porites_evermani_scaffold_1248	131440	134600	+	3161	10	57	234	5	2
lncRNA_573	Porites_evermani_scaffold_1248	73533	81538	+	8006	75	26	178	0	9
lncRNA_574	Porites_evermani_scaffold_1249	81587	84793	+	3207	5	361	1	0	339
lncRNA_575	Porites_evermani_scaffold_1249	109807	112363	+	2557	11	10	68	0	0
lncRNA_576	Porites_evermani_scaffold_1249	138831	142013	+	3183	18	28	79	16	31
lncRNA_577	Porites_evermani_scaffold_1249	75176	79374	+	4199	1	935	146	10	1236
lncRNA_578	Porites_evermani_scaffold_125	133750	134036	+	287	0	30	38	0	10
lncRNA_579	Porites_evermani_scaffold_1251	24356	24584	+	229	0	0	32	0	0
lncRNA_580	Porites_evermani_scaffold_1251	136541	136761	+	221	12	8	40	22	19
lncRNA_581	Porites_evermani_scaffold_1252	33438	37835	+	4398	210	19	503	165	368
lncRNA_582	Porites_evermani_scaffold_1253	9967	16050	+	6084	6	1	1	0	0
lncRNA_583	Porites_evermani_scaffold_1253	10703	16050	+	5348	0	0	0	0	0
lncRNA_584	Porites_evermani_scaffold_1253	33779	38287	+	4509	17503	874	294	1157	11647
lncRNA_585	Porites_evermani_scaffold_1253	91149	116483	+	25335	1204	56	475	272	2094
lncRNA_586	Porites_evermani_scaffold_1253	40191	40465	+	275	50	0	48	0	7
lncRNA_587	Porites_evermani_scaffold_1253	69034	69289	+	256	0	2	61	9	1
lncRNA_588	Porites_evermani_scaffold_1253	72128	72375	+	248	0	0	44	9	2
